,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
354,WVE,Wave Life Sciences Ltd.,793.62M,1.25%,2823919,113.31M
355,EMBC,Embecta Corp.,791.71M,-3.78%,984024,1.12B
356,BLFS,"BioLife Solutions, Inc.",787.31M,0.35%,480098,143.27M
357,HSTM,"HealthStream, Inc.",774.78M,1.02%,234930,279.06M
358,PHAR,Pharming Group N.V.,770.68M,4.35%,2653,272.57M
359,SLRN,"Acelyrin, Inc.",766.06M,-0.38%,4559690,-
360,CRON,Cronos Group Inc.,764.43M,6.06%,2993173,87.24M
361,MD,"Pediatrix Medical Group, Inc.",763.84M,4.41%,1241153,1.99B
362,ZYME,Zymeworks Inc.,760.02M,0.37%,557520,76.01M
363,FNA,"Paragon 28, Inc.",757.96M,-0.33%,690134,216.39M
364,ALLO,"Allogene Therapeutics, Inc.",756.41M,3.67%,12773303,95.00K
365,TMCI,"Treace Medical Concepts, Inc.",753.41M,-2.62%,450109,187.12M
366,ZJYL,Jin Medical International Ltd.,752.99M,-,610552,19.19M
367,PRAX,"Praxis Precision Medicines, Inc.",748.10M,4.04%,327392,2.45M
368,AUPH,Aurinia Pharmaceuticals Inc.,747.68M,1.57%,2125589,175.51M
369,TRML,"Tourmaline Bio, Inc.",746.59M,3.52%,303306,-
370,LAB,Standard BioTools Inc.,745.60M,1.95%,1382600,106.34M
371,ACCD,"Accolade, Inc.",740.02M,-3.45%,1512480,388.49M
372,CVAC,CureVac N.V.,738.95M,-0.90%,452078,45.62M
373,ATRI,Atrion Corporation,736.00M,4.32%,39285,169.33M
374,CGEM,"Cullinan Oncology, Inc.",723.42M,-5.80%,1721219,-
375,FATE,"Fate Therapeutics, Inc.",717.49M,3.60%,9650759,63.53M
376,VREX,Varex Imaging Corporation,712.45M,0.29%,956608,877.80M
377,ABVX,Abivax SA,705.31M,5.28%,48255,-
378,NVAX,"Novavax, Inc.",696.97M,6.22%,8275323,983.71M
379,FULC,"Fulcrum Therapeutics, Inc.",692.44M,1.61%,411961,2.81M
380,PRTC,PureTech Health plc,691.07M,1.47%,194,15.62M
381,COGT,"Cogent Biosciences, Inc.",682.71M,7.80%,6103267,-
382,LBPH,"Longboard Pharmaceuticals, Inc.",677.66M,2.28%,2047166,-
383,FUSN,Fusion Pharmaceuticals Inc.,672.65M,6.96%,1161628,2.21M
384,EDIT,"Editas Medicine, Inc.",672.51M,-0.25%,6358837,78.12M
385,AVTE,"Aerovate Therapeutics, Inc.",672.08M,9.92%,103677,-
386,SIBN,"SI-BONE, Inc.",663.19M,-0.68%,1007947,138.89M
387,NRIX,"Nurix Therapeutics, Inc.",662.03M,-6.84%,3653445,76.99M
388,YMAB,"Y-mAbs Therapeutics, Inc.",656.66M,-2.00%,437210,84.82M
389,FLGT,"Fulgent Genetics, Inc.",655.34M,-0.50%,336402,289.21M
390,CCCC,"C4 Therapeutics, Inc.",652.39M,-6.10%,13105732,20.76M
391,SVRA,Savara Inc.,646.53M,1.07%,736505,-
392,OLMA,"Olema Pharmaceuticals, Inc.",644.14M,-0.17%,5007261,-
393,ANAB,"AnaptysBio, Inc.",629.47M,-0.64%,1290160,17.16M
394,CMPS,COMPASS Pathways plc,629.11M,1.07%,373411,-
395,CATX,"Perspective Therapeutics, Inc.",627.88M,-,10794078,8.17M
396,RVNC,"Revance Therapeutics, Inc.",627.48M,-2.30%,1872270,234.04M
397,OPK,"OPKO Health, Inc.",626.60M,1.06%,9621849,863.50M
398,MLYS,"Mineralys Therapeutics, Inc.",623.00M,0.71%,167051,-
399,AVBP,"ArriVent BioPharma, Inc.",622.84M,4.95%,1755245,-
400,APLT,"Applied Therapeutics, Inc.",616.26M,3.44%,1298417,9.99M
401,SILK,"Silk Road Medical, Inc",615.04M,0.96%,666627,177.13M
402,MRSN,"Mersana Therapeutics, Inc.",610.15M,0.70%,7080963,36.86M
403,OABI,"OmniAb, Inc.",609.42M,-0.76%,507356,64.69M
404,CALT,Calliditas Therapeutics AB (publ),608.06M,-1.76%,1854,105.88M
405,MNMD,Mind Medicine (MindMed) Inc.,607.09M,12.65%,3994240,-
406,NKTX,"Nkarta, Inc.",606.04M,6.90%,713432,-
407,BMEA,"Biomea Fusion, Inc.",602.00M,6.00%,5396248,-
408,KIDS,OrthoPediatrics Corp.,601.69M,-2.19%,185743,148.73M
409,IGMS,"IGM Biosciences, Inc.",599.62M,4.31%,347872,2.13M
410,NNOX,Nano-X Imaging Ltd.,598.97M,7.58%,5453793,9.64M
411,LXRX,"Lexicon Pharmaceuticals, Inc.",598.36M,7.00%,7473856,531.00K
412,CCRN,"Cross Country Healthcare, Inc.",585.48M,1.60%,1328524,2.02B
413,INNV,InnovAge Holding Corp.,582.33M,-2.45%,74864,720.80M
414,ALEC,"Alector, Inc.",579.28M,1.16%,2041454,97.06M
415,TVTX,"Travere Therapeutics, Inc.",577.97M,-0.53%,2211361,145.24M
416,PLSE,"Pulse Biosciences, Inc.",569.40M,0.68%,223370,-9.00K
417,LYEL,"Lyell Immunopharma, Inc.",561.55M,-2.26%,1368111,130.00K
418,IRMD,IRadimed Corporation,557.04M,1.68%,75622,65.56M
419,PNTG,"The Pennant Group, Inc.",556.13M,-0.70%,168275,544.89M
420,ALXO,ALX Oncology Holdings Inc.,551.67M,1.35%,515684,-
421,LRMR,"Larimar Therapeutics, Inc.",547.33M,0.06%,663057,-
422,VTYX,"Ventyx Biosciences, Inc.",545.80M,-0.65%,2285430,-
423,TALK,"Talkspace, Inc.",545.56M,-0.62%,1232342,150.05M
424,EHAB,"Enhabit, Inc.",543.91M,1.47%,544486,1.05B
425,REPL,"Replimune Group, Inc.",542.67M,-3.51%,2453550,-
426,LIAN,LianBio,539.23M,"2,507.89%",23053610,-
427,AEON,"AEON Biopharma, Inc.",538.81M,8.62%,418957,-
428,ABSI,Absci Corporation,537.16M,2.30%,1109663,6.94M
429,ALT,"Altimmune, Inc.",531.38M,-1.65%,14927164,279.00K
430,CSTL,"Castle Biosciences, Inc.",529.78M,-2.33%,294126,219.79M
431,GHRS,GH Research PLC,529.13M,7.18%,97906,-
432,KALV,"KalVista Pharmaceuticals, Inc.",526.72M,-4.02%,727031,-
433,RDUS,"Radius Health, Inc.",526.56M,0.99%,497934,2.96B
434,DNTH,"Dianthus Therapeutics, Inc.",524.21M,4.39%,204353,924.00K
435,VALN,Valneva SE,522.63M,3.21%,3066,237.46M
436,OFIX,Orthofix Medical Inc.,516.96M,-0.58%,677432,746.64M
437,CDNA,"CareDx, Inc",516.75M,1.71%,2587699,280.32M
438,NVRO,Nevro Corp.,510.48M,-1.22%,284678,425.17M
439,OSUR,"OraSure Technologies, Inc.",507.72M,-3.34%,4430024,405.47M
440,VYGR,"Voyager Therapeutics, Inc.",505.27M,1.64%,2944702,250.01M
441,MRNS,"Marinus Pharmaceuticals, Inc.",499.98M,4.92%,1069651,30.99M
442,PAHC,Phibro Animal Health Corporation,489.69M,2.07%,310377,982.01M
443,SIGA,"SIGA Technologies, Inc.",488.42M,6.08%,1684956,139.92M
444,CRBU,"Caribou Biosciences, Inc.",484.09M,0.19%,2563548,34.48M
445,NYXH,Nyxoah S.A.,484.07M,-0.18%,7730,4.83M
446,MPLN,MultiPlan Corporation,479.68M,-8.84%,3773133,961.52M
447,ANNX,"Annexon, Inc.",475.91M,19.46%,6519969,-
448,ELVN,"Enliven Therapeutics, Inc.",475.59M,3.73%,625561,-
449,ADPT,Adaptive Biotechnologies Corporation,472.27M,-0.61%,1671919,170.28M
450,NUVB,Nuvation Bio Inc.,472.04M,4.11%,560074,-
451,ABUS,Arbutus Biopharma Corporation,469.37M,0.38%,1165940,18.14M
452,SLDB,Solid Biosciences Inc.,463.65M,6.51%,944422,-
453,AVAH,Aveanna Healthcare Holdings Inc.,462.53M,2.06%,230086,1.90B
454,HRTX,"Heron Therapeutics, Inc.",458.50M,0.33%,3744040,127.04M
455,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",458.23M,-3.21%,489557,-
456,PETQ,"PetIQ, Inc.",457.66M,1.48%,630794,1.10B
457,URGN,UroGen Pharma Ltd.,457.13M,0.91%,387506,82.71M
458,HCAT,"Health Catalyst, Inc.",456.79M,0.26%,731459,295.94M
459,PHAT,"Phathom Pharmaceuticals, Inc.",454.37M,9.27%,939105,682.00K
460,BTMD,biote Corp.,453.79M,11.27%,293071,184.14M
461,PEPG,PepGen Inc.,450.05M,11.00%,412795,-
462,CVRX,"CVRx, Inc.",449.74M,-3.12%,142214,39.30M
463,RENB,Renovaro Biosciences Inc.,449.68M,1.28%,1475846,-
464,CELC,Celcuity Inc.,449.48M,-0.34%,228880,-
465,ZIMV,ZimVie Inc.,441.74M,0.98%,783502,457.43M
466,MREO,Mereo BioPharma Group plc,440.36M,-0.96%,1595819,9.02M
467,MXCT,"MaxCyte, Inc.",437.34M,2.62%,835647,41.29M
468,STTK,"Shattuck Labs, Inc.",434.37M,-0.46%,569305,1.66M
469,IVVD,"Invivyd, Inc.",433.79M,-1.37%,304660,-
470,RCEL,"AVITA Medical, Inc.",428.27M,-1.38%,746426,51.57M
471,OCS,Oculis Holding AG,426.66M,-0.90%,18122,-
472,TSHA,"Taysha Gene Therapies, Inc.",423.46M,7.48%,1789763,14.35M
473,ANRO,"Alto Neuroscience, Inc.",423.40M,6.11%,219892,-
474,AVXL,Anavex Life Sciences Corp.,422.06M,-0.58%,6456596,-
475,MODV,ModivCare Inc.,416.57M,-0.41%,228920,2.76B
476,TNYA,"Tenaya Therapeutics, Inc.",416.57M,4.30%,1088397,-
477,TBPH,"Theravance Biopharma, Inc.",416.38M,0.35%,819255,57.42M
478,TERN,"Terns Pharmaceuticals, Inc.",412.79M,7.30%,626345,-
479,LXEO,"Lexeo Therapeutics, Inc.",410.34M,-0.70%,986684,-
480,TRDA,"Entrada Therapeutics, Inc.",409.93M,4.75%,102380,129.01M
481,CBUS,"Cibus, Inc.",407.94M,6.74%,125301,756.00K
482,NGNE,Neurogene Inc.,406.51M,8.59%,442348,-
483,SRDX,"Surmodics, Inc.",403.02M,-0.49%,68622,138.20M
484,CYH,"Community Health Systems, Inc.",396.54M,1.09%,4422474,12.49B
485,ZYXI,"Zynex, Inc.",392.15M,2.95%,227091,184.32M
486,ITOS,"iTeos Therapeutics, Inc.",391.23M,0.75%,240189,12.60M
487,EPIX,ESSA Pharma Inc.,390.62M,1.12%,74117,-
488,ANL,Adlai Nortye Ltd.,387.83M,5.88%,491,-
489,NPCE,"NeuroPace, Inc.",386.90M,-3.30%,117136,65.42M
490,CDMO,"Avid Bioservices, Inc.",385.13M,3.28%,3605357,140.94M
491,AQST,"Aquestive Therapeutics, Inc.",384.83M,16.00%,6261220,50.58M
492,TCMD,"Tactile Systems Technology, Inc.",384.45M,2.70%,435549,274.42M
493,LFMD,"LifeMD, Inc.",383.30M,3.17%,1128045,152.55M
494,MGX,"Metagenomi, Inc.",380.53M,-5.41%,397126,17.20M
495,ESPR,"Esperion Therapeutics, Inc.",379.36M,0.98%,9538985,116.33M
496,MGTX,MeiraGTx Holdings plc,375.22M,7.63%,272829,-
497,ORGO,Organogenesis Holdings Inc.,374.77M,0.35%,1110792,433.14M
498,KRRO,"Korro Bio, Inc.",374.13M,3.88%,29577,-
499,THRD,"Third Harmonic Bio, Inc.",371.74M,2.52%,134404,-
500,DCGO,DocGo Inc.,370.85M,2.81%,1758792,624.29M
501,HUMA,"Humacyte, Inc.",369.64M,2.53%,558730,-
502,AURA,"Aura Biosciences, Inc.",367.48M,-3.49%,1765100,-
503,JSPR,"Jasper Therapeutics, Inc.",366.81M,3.00%,233331,-
504,ADAP,Adaptimmune Therapeutics plc,365.30M,1.03%,630710,60.28M
505,PIII,P3 Health Partners Inc.,361.49M,44.33%,980090,1.18B
506,VMD,"Viemed Healthcare, Inc.",361.21M,3.00%,1470289,183.01M
507,ANIK,"Anika Therapeutics, Inc.",359.29M,3.67%,126534,163.31M
508,CERS,Cerus Corporation,358.94M,-3.54%,1964403,186.80M
509,HROW,"Harrow Health, Inc.",357.50M,3.05%,351215,114.17M
510,INZY,"Inozyme Pharma, Inc.",356.73M,4.80%,861720,-
511,PGEN,"Precigen, Inc.",355.95M,-,1511334,6.76M
512,PROC,Procaps Group S.A.,354.27M,-,101,414.10M
513,CLOV,"Clover Health Investments, Corp.",353.54M,10.00%,13718472,2.03B
514,ADVM,"Adverum Biotechnologies, Inc.",351.14M,-1.73%,6662993,3.60M
515,SNDL,SNDL Inc.,342.30M,6.87%,4653502,685.16M
516,SPOK,"Spok Holdings, Inc.",339.70M,1.43%,204411,139.03M
517,LUNG,Pulmonx Corporation,339.13M,1.70%,487239,68.68M
518,ACIU,AC Immune SA,337.41M,2.10%,100605,17.62M
519,AMRN,Amarin Corporation plc,337.14M,4.50%,1154640,306.91M
520,AXGN,"AxoGen, Inc.",335.28M,-1.03%,316739,159.01M
521,AVIR,"Atea Pharmaceuticals, Inc.",334.97M,4.16%,512446,-
522,SHCR,"Sharecare, Inc.",333.99M,5.18%,1740790,239.56M
523,BVS,Bioventus Inc.,328.94M,5.01%,251420,512.35M
524,FBLG,"FibroBiologics, Inc.",327.65M,-5.28%,77738,-
525,KMDA,Kamada Ltd.,325.64M,0.36%,9450,142.52M
526,AIRS,"AirSculpt Technologies, Inc.",325.58M,1.41%,104852,195.92M
527,TCRX,"TScan Therapeutics, Inc.",325.12M,4.86%,266126,21.05M
528,GOSS,"Gossamer Bio, Inc.",315.81M,4.29%,1528808,-
529,ERAS,"Erasca, Inc.",314.26M,2.88%,722730,-
530,NAUT,"Nautilus Biotechnology, Inc.",312.74M,2.40%,206731,-
531,PSTX,"Poseida Therapeutics, Inc.",312.62M,-0.62%,934628,64.70M
532,LYRA,"Lyra Therapeutics, Inc.",312.22M,2.97%,389290,1.42M
533,SMTI,Sanara MedTech Inc.,310.46M,1.76%,17902,62.62M
534,ADCT,ADC Therapeutics SA,308.66M,1.07%,399489,69.56M
535,AKBA,"Akebia Therapeutics, Inc.",306.13M,24.09%,13482326,194.62M
536,GLUE,"Monte Rosa Therapeutics, Inc.",304.99M,5.25%,250391,-
537,GUTS,"Fractyl Health, Inc.",302.31M,-5.93%,477724,-
538,IMMP,Immutep Limited,301.78M,-5.60%,222513,4.58M
539,SENS,"Senseonics Holdings, Inc.",301.05M,3.66%,2156496,22.39M
540,XOMA,XOMA Corporation,299.60M,2.13%,59939,4.76M
541,XERS,"Xeris Biopharma Holdings, Inc.",299.16M,4.69%,3023823,163.91M
542,SOPH,SOPHiA GENETICS SA,295.52M,5.23%,27896,62.37M
543,KOD,Kodiak Sciences Inc.,295.16M,4.18%,786603,-
544,ENTA,"Enanta Pharmaceuticals, Inc.",293.22M,2.53%,181010,73.62M
545,RAPT,"RAPT Therapeutics, Inc.",292.65M,0.71%,1729232,-
546,OPT,Opthea Limited,292.46M,-4.19%,74285,385.28K
547,STOK,"Stoke Therapeutics, Inc.",289.36M,-1.39%,214783,9.25M
548,NBTX,Nanobiotix S.A.,287.85M,6.65%,47075,7.41M
549,SERA,"Sera Prognostics, Inc.",280.15M,3.58%,140034,330.00K
550,WGS,GeneDx Holdings Corp.,280.08M,10.49%,300024,202.57M
551,ATAI,Atai Life Sciences N.V.,278.90M,5.36%,937003,334.00K
552,EDAP,EDAP TMS S.A.,270.31M,0.68%,16819,60.13M
553,IPSC,"Century Therapeutics, Inc.",269.86M,10.86%,240753,2.24M
554,FENC,Fennec Pharmaceuticals Inc.,267.10M,-0.60%,243934,13.05M
555,VSTM,"Verastem, Inc.",265.32M,4.76%,188773,-
556,AMWL,American Well Corporation,262.44M,1.16%,2939844,259.05M
557,OCGN,"Ocugen, Inc.",261.63M,5.88%,3501023,-
558,HOWL,"Werewolf Therapeutics, Inc.",261.12M,0.49%,245179,19.94M
559,FHTX,Foghorn Therapeutics Inc.,260.50M,-2.31%,125533,34.16M
560,ARAY,Accuray Incorporated,256.85M,0.77%,505400,447.48M
561,BLUE,"bluebird bio, Inc.",256.35M,6.77%,26515769,21.73M
562,SNDA,"Sonida Senior Living, Inc.",255.25M,18.16%,226043,249.13M
563,CGC,Canopy Growth Corporation,252.79M,11.19%,3931202,248.53M
564,UTMD,"Utah Medical Products, Inc.",252.72M,-0.52%,34953,51.47M
565,INO,"Inovio Pharmaceuticals, Inc.",252.63M,-0.69%,311103,832.01K
566,PBYI,"Puma Biotechnology, Inc.",251.64M,-4.21%,420700,235.64M
567,QSI,Quantum-Si incorporated,250.93M,-2.26%,1209585,1.08M
568,MESO,Mesoblast Limited,249.88M,-0.41%,346126,7.25M
569,CHRS,"Coherus BioSciences, Inc.",247.78M,2.30%,3525898,211.07M
570,CMPX,"Compass Therapeutics, Inc.",247.32M,18.04%,665399,-
571,TLSI,"TriSalus Life Sciences, Inc.",245.91M,4.51%,34122,25.19M
572,STRO,"Sutro Biopharma, Inc.",244.42M,2.49%,1292162,48.64M
573,CGEN,Compugen Ltd.,243.25M,1.87%,218815,33.46M
574,ZVRA,"Zevra Therapeutics, Inc.",240.99M,-2.44%,501352,16.56M
575,PRLD,Prelude Therapeutics Incorporated,239.73M,6.28%,132536,-
576,AKYA,"Akoya Biosciences, Inc.",239.56M,1.03%,206298,96.63M
577,AGEN,Agenus Inc.,239.50M,-9.95%,11370384,156.31M
578,BDTX,"Black Diamond Therapeutics, Inc.",236.87M,5.51%,1675555,-
579,ABOS,"Acumen Pharmaceuticals, Inc.",236.85M,2.20%,200333,-
580,OPRX,OptimizeRx Corporation,234.53M,-1.78%,157640,62.81M
581,RIGL,"Rigel Pharmaceuticals, Inc.",233.25M,2.26%,1173659,116.88M
582,OMER,Omeros Corporation,231.35M,-0.82%,486448,-
583,QURE,uniQure N.V.,230.58M,7.26%,6219000,15.84M
584,CDXS,"Codexis, Inc.",224.97M,4.06%,449928,70.14M
585,RPTX,Repare Therapeutics Inc.,224.83M,1.34%,122668,51.13M
586,CRDF,"Cardiff Oncology, Inc.",223.05M,-6.85%,1969990,488.00K
587,BFLY,"Butterfly Network, Inc.",222.70M,-,1230862,65.90M
588,MASS,908 Devices Inc.,221.15M,0.30%,167919,50.23M
589,GRTS,"Gritstone bio, Inc.",219.67M,6.25%,1189841,16.34M
590,CRMD,CorMedix Inc.,219.37M,-8.85%,967210,-
591,LFCR,"Lifecore Biomedical, Inc.",219.28M,-0.67%,123979,157.39M
592,LCTX,"Lineage Cell Therapeutics, Inc.",218.70M,11.21%,1536517,8.95M
593,VNDA,Vanda Pharmaceuticals Inc.,218.64M,0.26%,1081105,192.64M
594,SGHT,"Sight Sciences, Inc.",218.53M,1.81%,115402,81.06M
595,OMGA,"Omega Therapeutics, Inc.",216.83M,2.55%,302177,2.84M
596,GLSI,"Greenwich LifeSciences, Inc.",216.68M,5.88%,35304,-
597,ME,23andMe Holding Co.,216.40M,-0.96%,7094937,247.99M
598,ANGO,"AngioDynamics, Inc.",215.62M,-0.74%,654175,329.54M
599,AMLX,"Amylyx Pharmaceuticals, Inc.",214.87M,2.21%,3730891,380.79M
600,OPTN,"OptiNose, Inc.",214.04M,-1.05%,1212059,70.99M
601,SMLR,"Semler Scientific, Inc.",213.96M,0.83%,103534,68.18M
602,NOTV,"Inotiv, Inc.",213.93M,10.40%,604039,585.17M
603,MACK,"Merrimack Pharmaceuticals, Inc.",212.81M,0.55%,154844,-
604,PYXS,"Pyxis Oncology, Inc.",210.09M,8.02%,744777,-
605,IVA,Inventiva S.A.,209.17M,6.23%,108413,24.22M
606,PROF,Profound Medical Corp.,208.53M,0.47%,30588,5.41M
607,ALIM,"Alimera Sciences, Inc.",208.37M,5.78%,337028,80.75M
608,PRQR,ProQR Therapeutics N.V.,208.27M,10.34%,500072,10.58M
609,FGEN,"FibroGen, Inc.",207.91M,-,1893376,147.75M
610,VRCA,Verrica Pharmaceuticals Inc.,207.85M,-2.04%,102175,5.12M
611,INMB,"INmune Bio, Inc.",206.17M,-3.32%,62852,224.00K
612,CDT,Conduit Pharmaceuticals Inc.,205.25M,11.01%,55390,-
613,IPHA,Innate Pharma S.A.,203.72M,-3.17%,2355,57.45M
614,TSVT,"2seventy bio, Inc.",203.19M,0.88%,940950,100.39M
615,GRPH,"Graphite Bio, Inc.",202.66M,-4.02%,807492,-
616,ABEO,Abeona Therapeutics Inc.,201.41M,6.02%,455184,3.57M
617,STXS,"Stereotaxis, Inc.",201.22M,1.22%,322440,26.77M
618,TRVI,"Trevi Therapeutics, Inc.",199.87M,7.03%,554156,-
619,DRTS,Alpha Tau Medical Ltd.,197.86M,1.06%,8340,-
620,OVID,Ovid Therapeutics Inc.,196.22M,-1.09%,480845,391.70K
621,CLPT,"ClearPoint Neuro, Inc.",194.50M,-0.83%,288149,23.96M
622,GBIO,Generation Bio Co.,194.11M,4.04%,407368,5.90M
623,XBIT,XBiotech Inc.,193.88M,-7.08%,71749,300.00K
624,CAPR,"Capricor Therapeutics, Inc.",193.74M,3.08%,497856,25.18M
625,ELEV,"Elevation Oncology, Inc.",192.66M,10.86%,731002,-
626,ASPI,ASP Isotopes Inc.,192.65M,6.05%,935553,-
627,INFU,"InfuSystem Holdings, Inc.",191.20M,2.88%,145777,122.84M
628,SCPH,scPharmaceuticals Inc.,191.09M,10.00%,625178,13.59M
629,OBIO,"Orchestra BioMed Holdings, Inc.",190.16M,-3.01%,95371,3.60M
630,HBIO,"Harvard Bioscience, Inc.",186.18M,-5.59%,309702,112.25M
631,CLLS,Cellectis S.A.,185.19M,-0.39%,33134,24.41M
632,GNFT,Genfit S.A.,177.52M,0.86%,1318,32.69M
633,OGI,OrganiGram Holdings Inc.,176.77M,11.29%,1152734,-
634,CYBN,Cybin Inc.,176.26M,7.23%,13299400,-
635,JYNT,The Joint Corp.,175.54M,8.05%,140152,117.70M
636,TELO,"Telomir Pharmaceuticals, Inc.",175.39M,-9.54%,53229,-
637,ATNM,"Actinium Pharmaceuticals, Inc.",174.08M,7.66%,299209,-
638,QIPT,Quipt Home Medical Corp.,169.67M,2.48%,191991,185.18M
639,VXRT,"Vaxart, Inc.",168.75M,-1.82%,2035406,7.38M
640,ACET,"Adicet Bio, Inc.",168.20M,-2.44%,4465978,-
641,GLYC,"GlycoMimetics, Inc.",168.07M,-1.92%,242121,-
642,GNLX,Genelux Corporation,165.38M,0.48%,126805,238.00K
643,ALDX,"Aldeyra Therapeutics, Inc.",164.02M,0.72%,754227,-
644,GTHX,"G1 Therapeutics, Inc.",163.91M,-0.32%,440488,82.51M
645,NVCT,"Nuvectis Pharma, Inc.",162.58M,20.22%,165929,-
646,RLMD,"Relmada Therapeutics, Inc.",161.93M,7.75%,190663,-
647,RANI,"Rani Therapeutics Holdings, Inc.",160.19M,6.67%,21265,-
648,AUGX,"Augmedix, Inc.",159.75M,-2.74%,990338,40.93M
649,ACB,Aurora Cannabis Inc.,158.34M,10.03%,1658282,200.73M
650,NKTR,Nektar Therapeutics,157.91M,0.02%,868997,90.12M
651,INGN,"Inogen, Inc.",157.46M,2.22%,286117,315.66M
652,SYRS,"Syros Pharmaceuticals, Inc.",155.52M,-0.33%,173026,8.80M
653,DBVT,DBV Technologies S.A.,155.07M,1.64%,72839,15.73M
654,CDXC,ChromaDex Corporation,154.38M,17.07%,518048,83.57M
655,KPTI,Karyopharm Therapeutics Inc.,154.19M,12.69%,1588377,146.03M
656,ALUR,Allurion Technologies Inc.,153.33M,-2.56%,33530,109.44M
657,ACHV,"Achieve Life Sciences, Inc.",152.76M,2.91%,718742,-
658,SCLX,Scilex Holding Company,151.22M,-1.44%,1404663,46.74M
659,ATOS,"Atossa Therapeutics, Inc.",150.36M,7.50%,1198962,-
660,PDSB,PDS Biotechnology Corporation,148.85M,2.40%,400418,-
661,XTNT,"Xtant Medical Holdings, Inc.",148.33M,1.75%,318763,78.46M
662,IMAB,I-Mab,146.12M,3.33%,380011,-35.05M
663,FONR,FONAR Corporation,143.65M,-1.62%,14564,102.42M
664,ELMD,"Electromed, Inc.",142.16M,6.05%,101811,51.69M
665,CTMX,"CytomX Therapeutics, Inc.",141.88M,0.49%,476100,101.21M
666,COYA,"Coya Therapeutics, Inc.",141.75M,1.30%,551017,-
667,OCEA,"Ocean Biomedical, Inc.",141.10M,1.98%,1445942,-
668,XFOR,"X4 Pharmaceuticals, Inc.",140.17M,10.71%,3430411,-
669,MDWD,MediWound Ltd.,139.86M,5.96%,29412,24.97M
670,SGMO,"Sangamo Therapeutics, Inc.",139.55M,-,3215097,176.23M
671,TOI,"The Oncology Institute, Inc.",138.65M,-10.64%,173956,309.88M
672,DSGN,"Design Therapeutics, Inc.",138.32M,4.03%,243899,-
673,CLSD,"Clearside Biomedical, Inc.",136.75M,-1.16%,499291,8.23M
674,ZURA,Zura Bio Limited,136.61M,0.63%,87831,-
675,SGMT,Sagimet Biosciences Inc.,136.20M,-6.48%,3272952,2.00M
676,BDSX,"Biodesix, Inc.",133.78M,4.26%,44253,49.09M
677,TBRG,TruBridge Inc.,133.71M,6.59%,284554,336.79M
678,YS,"YS Biopharma Co., Ltd.",132.77M,0.56%,67121,560.76M
679,ZTEK,Zentek Ltd.,132.50M,-3.82%,28668,25.27K
680,TELA,"TELA Bio, Inc.",132.48M,-1.48%,176836,53.08M
681,ZOM,Zomedica Corp.,131.71M,-1.49%,4165755,24.01M
682,HITI,High Tide Inc.,130.41M,9.64%,1088479,487.67M
683,ADAG,Adagene Inc.,128.82M,3.93%,3897,22.67M
684,NGM,"NGM Biopharmaceuticals, Inc.",127.70M,2.61%,1121497,-
685,VOR,Vor Biopharma Inc.,127.14M,4.61%,352331,-
686,MOLN,Molecular Partners AG,126.98M,6.17%,2718,9.46M
687,YI,"111, Inc.",125.15M,3.40%,211218,2.06B
688,CELU,Celularity Inc.,124.16M,-0.35%,75398,14.79M
689,GTH,Genetron Holdings Limited,123.18M,-0.26%,5226,93.36M
690,EBS,Emergent BioSolutions Inc.,122.68M,4.26%,2083246,1.05B
691,GALT,Galectin Therapeutics Inc.,122.46M,4.04%,142899,-
692,ARMP,"Armata Pharmaceuticals, Inc.",122.18M,6.51%,8162,4.05M
693,TKNO,"Alpha Teknova, Inc.",121.16M,-4.04%,7334,36.71M
694,KNTE,Kinnate Biopharma Inc.,120.51M,1.19%,247797,-
695,MCRB,"Seres Therapeutics, Inc.",120.17M,3.25%,3517562,126.33M
696,STIM,"Neuronetics, Inc.",117.83M,-1.52%,67683,71.35M
697,SEER,"Seer, Inc.",117.56M,10.00%,841761,16.66M
698,VINC,"Vincerx Pharma, Inc.",117.27M,-6.84%,590743,-
699,IMUX,"Immunic, Inc.",116.91M,0.77%,2512732,-
700,SCTL,"Societal CDMO, Inc.",115.07M,-,620071,91.20M
701,BCAB,"BioAtla, Inc.",115.05M,2.31%,253147,-
702,BYSI,BeyondSpring Inc.,114.71M,-0.69%,156765,1.55M
703,ETON,"Eton Pharmaceuticals, Inc.",114.44M,-13.68%,196130,32.64M
704,ALLK,Allakos Inc.,114.16M,0.38%,675439,-
705,CVM,CEL-SCI Corporation,113.90M,-4.74%,300798,-
706,ACRV,"Acrivon Therapeutics, Inc.",113.41M,22.09%,429967,-
707,SHOT,Safety Shot Inc,112.72M,14.29%,1804133,4.40M
708,IOBT,"IO Biotech, Inc.",112.00M,-3.53%,25384,-
709,CYT,"Cyteir Therapeutics, Inc.",110.15M,-2.27%,939570,-
710,DMAC,DiaMedica Therapeutics Inc.,110.07M,3.77%,39979,-
711,CTXR,"Citius Pharmaceuticals, Inc.",109.93M,6.91%,1490484,-
712,ORMP,Oramed Pharmaceuticals Inc.,108.59M,8.96%,79398,1.34M
713,FORA,Forian Inc.,108.52M,2.00%,19574,23.02M
714,VTGN,"VistaGen Therapeutics, Inc.",107.29M,3.32%,169112,1.04M
715,LIFW,"MSP Recovery, Inc.",107.09M,0.99%,339305,8.60M
